wals code,name,value,description,latitude,longitude,genus,family,area
wch,Wichí,2,Subject is expressed overtly,-22.5,-62.58333333,Matacoan,Matacoan,Complex Sentences
wlf,Wolof,1,Subject is left implicit,15.25,-16,Wolof,Niger-Congo,Complex Sentences
yag,Yagua,1,Subject is left implicit,-3.5,-72,Peba-Yaguan,Peba-Yaguan,Complex Sentences
ynk,Yankuntjatjara,1,Subject is left implicit,-27,132,Western Pama-Nyungan,Pama-Nyungan,Complex Sentences
yaq,Yaqui,4,Desiderative verbal affix,27.5,-110.25,Cahita,Uto-Aztecan,Complex Sentences
ywr,Yawuru,2,Subject is expressed overtly,-18,122.5,Nyulnyulan,Nyulnyulan,Complex Sentences
yey,Yeyi,1,Subject is left implicit,-20,23.5,Bantu,Niger-Congo,Complex Sentences
yim,Yimas,1,Subject is left implicit,-4.666666667,143.55,Lower Sepik,Ramu-Lower Sepik,Complex Sentences
yir,Yir Yoront,4,Desiderative verbal affix,-14.83333333,141.8333333,Northern Pama-Nyungan,Pama-Nyungan,Complex Sentences
yor,Yoruba,1,Subject is left implicit,8,4.333333333,Defoid,Niger-Congo,Complex Sentences
yko,Yukaghir (Kolyma),1,Subject is left implicit,65.75,150.8333333,Yukaghir,Yukaghir,Complex Sentences
ytu,Yukaghir (Tundra),4,Desiderative verbal affix,69,155,Yukaghir,Yukaghir,Complex Sentences
ypk,Yup'ik (Central),4,Desiderative verbal affix,59.5,-160,Eskimo,Eskimo-Aleut,Complex Sentences
zaq,Zapotec (Quiegolani),2,Subject is expressed overtly,16.16666667,-96.08333333,Zapotecan,Oto-Manguean,Complex Sentences
zch,Zoque (Chimalapa),4,Desiderative verbal affix,16.75,-94.75,Mixe-Zoque,Mixe-Zoque,Complex Sentences
zul,Zulu,1,Subject is left implicit,-30,30,Bantu,Niger-Congo,Complex Sentences
